ے	َ	0.0360697010903871
ژ	ُ	1.54990700557967
ڑ	ُ	15.2776547692853
و	ْ	121.80458172619
چ	ُ	165.618634310513
ف	ْ	153.036525758546
ق	ْ	118.876586973156
ل	ْ	817.808454487249
م	ْ	364.593906647719
ن	ْ	1563.82247763012
ٹ	ْ	794.735855833346
ی	ُ	395.004871136303
پ	ْ	74.8395458875338
ٴ	ْ	0.0390399300404454
ں	َ	0.0721394021807741
آ	ْ	0.195199650202227
ظ	ْ	15.342692505895
ع	ْ	108.6871652326
غ	ْ	25.6492340365726
ذ	ْ	17.8412480284835
ر	ْ	1193.99722035698
ز	ْ	458.602058185112
س	ْ	696.589471711667
ش	ْ	196.487967893562
ص	ْ	49.3855115011634
ض	ْ	23.0335587238628
ط	ْ	48.6437528303949
ب	ْ	184.190389930821
ئ	ْ	1.75679685182004
ت	ْ	189.812139856645
ث	ْ	15.4207723659759
ج	ْ	90.9239970641973
ح	ْ	90.6116776238737
خ	ْ	81.6324937145713
د	ْ	210.776582288365
ء	ْ	2.42047566250761
ی	ْ	112.591158236644
ؤ	ْ	0.429439230444899
ے	ْ	22.7602792135797
و	X	1122.8908693766
ا	ْ	125.435295219951
ف	X	51.296492202781
ق	X	48.5566202156888
ل	X	253.79966969321
م	X	196.12916974268
ن	X	329.450579559033
ٹ	X	100.442945971247
پ	X	99.6057628640795
و	ُ	133.07058719334
ہ	ْ	392.819776066961
ۂ	ْ	0.0780798600808907
ۃ	ْ	0.663678810687571
ف	ُ	194.181206270481
ق	ُ	203.259233017448
ل	ُ	319.945089008945
م	ُ	2131.12213267204
ن	ُ	459.215304224604
ٹ	ُ	89.6731910371092
پ	ُ	313.524045700115
ژ	ْ	1.95199650202227
ڈ	ْ	833.853865733873
ڑ	ْ	38.2591314396365
ظ	X	7.21119085491617
ع	X	44.3707046798536
غ	X	11.3400257243537
ھ	ْ	25.8834736168153
ذ	X	7.93421262928771
ر	X	478.431118857169
ز	X	75.4035603114321
س	X	110.793573478039
ش	X	75.1562107570418
ص	X	13.3759028258735
ض	X	13.6232523802638
ط	X	19.7308836848234
چ	ْ	41.8898449333979
ت	X	207.659464355027
ث	X	7.61075551970044
ں	ْ	110.131642644096
ح	X	24.7539823278257
خ	X	48.6137008820866
د	X	184.142229799152
ع	ُ	191.967053405367
ک	ْ	413.471899058357
آ	X	83.5851224951101
أ	X	0.0190268887992511
ؤ	X	3.4248399838652
و	ِ	174.085807871986
ا	X	2380.96778367189
ر	ُ	667.12425825879
ز	ُ	145.469843237977
س	ُ	434.859622708352
ش	ُ	223.186608803472
ص	ُ	136.391816491011
ض	ُ	37.4191834204233
ط	ُ	87.6804534585068
ب	ُ	459.436719511115
ق	ِ	89.1370885464211
گ	ْ	168.223058544279
ل	ِ	1220.10417226011
ج	ُ	253.077672482508
+	#	4062.07006134922
خ	ُ	323.044903020104
د	ُ	347.621999822868
ٹ	ِ	1148.84819846426
ء	ُ	10.6279337525463
ؤ	ُ	138.605969356124
پ	ِ	132.577994952478
و	َ	293.931994185564
ا	ُ	309.095739969888
ہ	X	245.67518817593
ۂ	X	1.52215110394009
ۃ	X	0.894263773564802
ف	َ	239.791372848893
ق	َ	132.952918219167
ل	َ	400.012985092393
م	َ	690.51835767437
ن	َ	590.78563415945
ٹ	َ	400.806518516381
ج	X	67.5835090149399
پ	َ	929.155500088371
ء	X	8.39085796046974
ہ	ُ	151.448055973784
ۂ	ُ	0.221415286511381
ئ	X	44.7512424558386
