ف	ِ	166.836707297428
م	ِ	1271.49224077753
ن	ِ	525.425549052247
ے	X	99.3964670872877
ژ	X	0.570806663977533
ی	X	2668.46407342857
ڑ	X	38.8529069280708
ظ	ِ	14.1223218600655
ع	ِ	93.6476400150352
ڈ	X	39.6520362576393
ظ	ُ	33.2122929767071
غ	ُ	60.8892037906297
ذ	ِ	29.4259786285776
ر	ِ	754.067550877947
ز	ِ	139.18273103152
س	ِ	357.89078021801
ش	ِ	130.107931052999
ص	ِ	58.4223809268109
ض	ِ	29.9629490415078
ط	ِ	63.3625087257692
ب	ِ	270.096117703915
ت	ِ	255.383128389626
ث	ِ	21.8009987649681
ں	X	41.4786175823674
ح	ِ	69.9672448048113
خ	ِ	45.7498791816571
د	ِ	239.059227836546
ع	َ	171.078592271706
ڈ	ُ	47.3828713134355
آ	ِ	0.214788165172099
ئ	ِ	1188.53031197981
ا	ِ	538.098050797401
ر	َ	1114.98660010604
ز	َ	141.68178588304
س	َ	402.826421777443
ش	َ	246.716755458248
ص	َ	69.8309413109894
ض	َ	32.7873582911618
ط	َ	76.2513481050783
ب	َ	471.755620561172
ت	َ	462.19714977222
ث	َ	23.950281524017
ج	َ	199.285098524389
ح	َ	159.752706129324
خ	َ	115.242694983787
د	َ	346.810175984072
ھ	ُ	200.159419006288
ء	َ	0.288557608723096
آ	َ	27.2686940243326
أ	َ	0.324627309813484
ؤ	َ	0.468906114175032
ی	ِ	30.4999194544381
ئ	َ	36.1418404925678
ا	َ	480.304139719594
ہ	ِ	104.92401868657
ۂ	ِ	60.677656661118
ب	X	167.43662143341
گ	ُ	409.396864759543
ۃ	ُ	10.6279337525463
چ	X	55.2921388506237
ی	َ	308.576292828261
ء	ِ	10.0413467217956
ھ	X	206.156340139886
ہ	َ	158.057430178076
ۂ	َ	0.0360697010903871
ۃ	َ	0.0721394021807741
ک	X	219.094624523376
ے	ِ	0.536970412930248
گ	X	94.4685028882817
ذ	ُ	51.146931184129
غ	ِ	19.2235407829029
ڑ	ِ	19.8679052784192
ڈ	ِ	130.107931052999
ت	ُ	196.395359135595
ث	ُ	28.7839872464795
ح	ُ	157.647683996103
ژ	َ	4.07587622321374
ج	ِ	183.053213767921
چ	ِ	72.7594909520485
ئ	ُ	6.42104330883004
ڑ	َ	22.2189358716784
ں	ِ	0.10739408258605
ھ	ِ	28.7279170917682
ڈ	َ	195.209222301175
ں	ُ	1.54990700557967
ے	ُ	0.442830573022761
ک	ِ	208.451914299522
ظ	َ	29.3968063886655
غ	َ	71.9229839742318
چ	َ	142.294970801577
ژ	ِ	0.698061536809322
گ	ِ	102.61504591097
ک	ُ	457.222566646001
ذ	َ	24.0945603283786
ھ	َ	84.8359369645904
ۃ	ِ	0.10739408258605
ک	َ	524.200965946595
گ	َ	176.994023250529
