َ	#	3.28234279922522
ُ	#	321.716411301036
#	ْ	7.32470129558076
ِ	X	4792.35354131987
ْ	X	1281.52474350766
X	ُ	120.782690097646
َ	X	4935.99431541511
ُ	X	4904.12718094057
ْ	ُ	258.912816028234
ُ	ِ	255.734655920645
#	ِ	2090.17521150559
ِ	ُ	81.7805938892767
ُ	ُ	395.004871136303
#	ُ	1038.55738264007
ِ	َ	691.349406647694
َ	ُ	74.9889085669147
ُ	َ	1387.60960056682
X	X	3762.22477605352
#	X	1812.61166293972
ْ	َ	2038.62610678202
X	ْ	1554.9344333412
َ	َ	1303.48685800441
X	َ	749.697472468092
ِ	ْ	2672.17956290608
ْ	ْ	1056.22530724425
ِ	ِ	1230.68248939483
ْ	ِ	971.118259756079
X	#	776.563439452634
ِ	#	493.261021317725
ْ	#	2079.65707325452
#	َ	5051.33104161903
َ	ْ	3071.08255993883
ُ	ْ	2717.65122664069
َ	ِ	559.11643660209
X	ِ	1290.91732436279
U	U	0.226036717404375
